idx,saq1_1,saq1_2,saq2_1,saq2_2,saq3_1,saq3_2,saq4_1,saq4_2,saq5_1,saq5_2,saq6_1,saq6_2,saq7_1,saq7_2,saq8_1,saq8_2,saq9_1,saq9_2,saq10_1,saq10_2,saq11_1,saq11_2,saq12_1,saq12_2,saq13_1,saq13_2,saq14_1,saq14_2,saq15_1,saq15_2,saq16_1,saq16_2,saq17_1,saq17_2,saq18_1,saq18_2,saq19_1,saq19_2,saq20_1,saq20_2,saq21_1,saq21_2,saq22_1,saq22_2,saq23_1,saq23_2,saq24_1,saq24_2,saq25_1,saq25_2,saq26_1,saq26_2,saq27_1,saq27_2,saq28_1,saq28_2,saq29_1,saq29_2,saq30_1,saq30_2,saq31_1,saq31_2,saq32_1,saq32_2,saq33_1,saq33_2,saq34_1,saq34_2,saq35_1,saq35_2,saq36_1,saq36_2,saq37_1,saq37_2,saq38_1,saq38_2,saq39_1,saq39_2,saq40_1,saq40_2,saq41_1,saq41_2,saq42_1,saq42_2,saq43_1,saq43_2,saq44_1,saq44_2,vq1,vq2,vq3,vq4,vq5,vq6,vq7,vq8,vq9,vq10,vq11,vq12,vq13,bq1,bq2,bq3,bq4,bq4_1a,bq4_1b,bq4_1c,bq5,bq5_1,bq5_2,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13_1,bq13_2,bq13_3,bq14_1,bq14_2,bq14_3,bq14_4,bq14_5,bq14_6,bq14_7,bq15,bq16_1,bq16_2,bq16_3,bq16_4,bq16_5,bq16_6,bq16_7,bq16_8,bq16_9,bq16_10,bq17,bq18_1,bq18_2,bq18_3,bq18_4,bq18_5,bq18_6,bq18_7,bq18_8,bq18_9,bq18_10,bq19,bq20,bq20_1,bq21_1,bq21_2,bq21_3,bq21_4,bq22_1,bq22_2,bq22_3,bq22_4,bq22_5,bq22_6,bq23_1,bq23_2,bq23_3,bq24,bq25,bq26,bq26_1,bq27_1,bq27_2,bq28,bq29,bq30_1,bq30_2,bq30_3,knowcode
30571,4,5,4,5,3,3,3,4,5,6,3,4,3,4,1, ,3,4,3,4,3,4,1, ,3,4,3,4,1, ,1, ,3,4,1, ,1, ,3,4,3,4,3,4,3,4,1, ,3,4,1, ,3,4,5,6,3,4,3,4,3,4,4,5,1, ,3,4,4,5,4,5,1, ,4,5,3,4,3,4,1, ,1, ,4,5,3,4,4,4,3,3,4,3,4,3,3,3,3,4,4,19,1,2,1,통신장비사, , ,2, , ,2,3,3,4,4,4,4,3,4,5,5,5,4,2,4,4,4,4,3,2,2,4,2,2,3,4,3,3,3,4,5,4,3,3,4,2,2,1,1,1,2,2,1,1,새로운 모델의 업무 내용을 숙지하는 것의 변화,2,4,새로운 기술 도입이 A/S서비스가 많이 발생되어서,2,2,3,2,2,8,8,1,8,2,1,8,2,1,37,3,전기,1,1,1,50,3300,2500, ,841201
30572,4,7,5,6,4,5,4,5,3,4,4,5,3,4,4,4,4,5,4,6,4,6,3,6,5,7,5,6,4,5,4,5,3,5,3,4,5,6,4,5,5,5,5,5,5,6,2,5,3,4,4,5,3,5,2,4,2,5,2,5,2,4,3,5,5,5,5,4,4,4,5,5,4,5,5,5,5,6,5,5,3,5,2,4,4,5,4,4,4,4,3,3,4,4,3,3,4,4,4,4,4,8,1,2,1,사업용조종사,조종교육증명, ,1,2,조작 통일화,4,5,4,3,3,4,4,4,3,4,4,4,4,3,3,3,4,4,3,4,2,3,3,3,3,4,4,3,3,4,4,4,3,3,4,2,2,2,2,2,2,2,2,2, ,2,4,전 세계 교통물류 확대,2,2,3,2,7,7,7,7,7,7,6,7,7,1,32,4,항공운항학,1,3,1,30,2920,2400, ,621101
30573,4,5,3,4,4,5,3,5,4,5,4,5,1, ,3,4,3,4,3,4,4,5,4,6,5,6,4,6,4,6,3,4,2,3,3,5,4,5,3,4,5,6,4,6,3,5,2,4,1, ,2,3,4,5,4,6,4,5,3,5,2,3,4,6,4,6,4,6,3,5,4,5,4,5,3,4,3,3,3,4,2,3,3,4,3,4,3,4,4,3,4,4,4,3,4,2,2,4,4,4,3,3,1,2,2, , , ,2, , ,6,5,4,4,3,4,3,3,3,4,3,3,3,2,4,3,5,4,3,4,5,3,4,3,4,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,2,2,2,2, ,2,4,지속적으로 성장 다소 증가할 것이다,3,3,3,2,7,7,4,5,4,4,5,6,6,1,37,4,토목공학,1,1,1,42,4300,3000, ,152201
30574,3,4,3,5,2,4,4,6,1, ,4,6,5,7,3,5,5,6,4,5,3,4,3,5,3,5,4,5,3,5,3,4,3,5,4,6,5,6,3,5,3,5,4,5,4,6,1, ,1, ,3,5,1, ,1, ,1, ,1, ,3,4,1, ,1, ,1, ,1, ,1, ,1, ,4,5,4,5,3,5,3,6,3,5,3,4,5,6,4,3,3,2,4,2,2,4,3,4,4,3,4,18,4,1,1,워드프로세스, , ,1,3,"스토리텔링 프로세스 교육, 인문 철학 개론",7,2,4,4,4,2,4,3,2,9,9,9,2,1,5,5,3,5,5,5,2,4,4,4,4,5,4,3,2,4,4,5,3,4,2,2,1,1,2,2,2,2,2,2,"AI인공지능의 간접적 영향으로 디지털 기술도 한단계 발전으로 전환, 작업능률 향상",2,4,문화이벤트의 다양성에 의한 수요증가,2,2,2,1,5,7,5,6,5,5,3,7,9,1,55,4,행정학(민속학),1,4,2,40,1000,700, ,416103
30575,2,3,3,4,3,4,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,1, ,2,3,2,3,3,4,3,4,3,4,3,3,3,4,3,4,1, ,3,4,3,4,2,3,2,4,3,4,3,3,2,3,4,4,3,3,4,1,4,4,3,3,3,4,3,15,2,2,1,인명구조 자격증,동력수상레저 자격증,해기사 자격증,2, , ,4,5,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,2,3,3,2,4,2,4,3,4,3,3,4,4,3,3,5,3,2,2,1,2,2,1,2,2,2,드론 교육 및 전문적인 구조 기술,2,2,기계(인공적)적인 도입이 많기 때문에,1,1,3,1,9,8,9,4,7,6,6,4,2,1,25,2,인문계,1,1,1,60,2400,2300, ,240102
30576,2,2,4,2,2,2,2,2,4,3,3,3,4,4,3,3,2,3,1, ,1, ,3,4,2,3,4,4,4,3,3,5,1, ,1, ,1, ,2,2,2,3,1, ,2,3,3,3,3,2,1, ,3,3,3,3,4,5,1, ,1, ,1, ,3,3,3,3,3,3,4,4,1, ,4,3,2,3,1, ,3,3,2,3,3,3,2,3,4,3,1,2,2,3,2,2,4,2,2,2,3,9,1,1,2, , , ,2, , ,2,2,3,3,3,3,3,2,3,1,3,4,3,4,1,2,4,4,3,2,3,4,4,3,3,4,3,4,2,3,3,4,3,5,3,2,2,2,2,2,2,2,2,2, ,1,4,문화생활 지수가 높아지면서 커피 전문점의 증가가 계속되고 있어서,3,3,3,1,6,5,6,7,6,6,7,7,6,1,28,3,기계,1,1,1,40,2200,1900, ,531701
30577,3,4,3,3,2,3,3,3,3,5,4,4,2,3,3,5,4,4,3,4,3,4,4,5,3,4,4,4,4,4,3,4,1, ,1, ,5,5,4,4,5,5,4,4,3,4,2,3,2,3,3,4,4,4,1, ,5,5,4,5,3,4,4,4,3,4,4,5,4,5,4,5,4,4,3,5,4,5,3,4,4,4,3,3,3,4,4,5,4,4,3,3,4,2,4,4,3,3,4,4,5,8,1,3,1,해기사, , ,1,1,안전교육,5,3,3,3,3,5,4,2,4,4,3,4,4,2,5,4,3,4,3,4,3,3,2,3,4,4,3,4,4,4,5,4,4,4,3,2,2,2,2,2,2,2,2,2, ,2,3,수출과 수입은 계속 있으므로,3,3,3,2,9,6,7,9,9,9,7,6,4,1,44,4,기관공학,1,1,1,40,6000,3500, ,621203
30578,2,3,2,2,2,2,2,3,2,3,1, ,1, ,2,2,1, ,3,3,1, ,1, ,1, ,1, ,1, ,2,3,1, ,1, ,1, ,1, ,1, ,2,3,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,3,4,3,4,3,5,4,5,1, ,2,4,3,5,3,4,2,4,1, ,2,3,2,3,3,2,3,2,2,1,2,2,3,3,1,3,2,3,1,2,2, , , ,2, , ,7,1,2,2,1,2,2,1,2,2,3,3,2,4,2,2,4,4,3,2,2,3,3,2,4,2,2,3,3,3,4,3,2,5,5,2,2,1,2,2,2,2,2,2,손조작 기능이 줄어든 새기계 도입,2,1,기술이 점점 발전하는 새로운 기계들의 도입으로 인해서,2,2,2,2,8,7,7,3,2,2,7,2,3,1,47,2,상고,1,1,1,48,3100,2400, ,864301
30579,4,5,4,4,4,5,4,5,3,4,4,5,5,5,4,6,4,5,4,5,4,5,4,5,4,5,3,4,4,5,4,5,4,5,4,5,5,5,4,6,5,6,3,4,3,3,3,3,4,5,4,6,4,5,4,5,4,4,3,5,4,5,3,5,4,4,4,5,4,4,4,5,4,6,4,5,4,5,4,5,3,4,4,5,4,5,4,5,4,4,3,4,4,3,4,4,3,3,4,4,3,10,1,2,1,네트워크관리사, , ,2, , ,2,4,4,3,4,4,4,4,5,4,3,4,4,4,3,3,3,4,4,3,3,2,3,3,3,3,4,4,4,4,4,3,3,4,2,2,2,2,2,2,2,2,2,2, ,3,3,소득이 높아 꾸준하다,3,3,3,2,3,4,4,6,5,6,7,4,5,1,48,4,경영,1,1,1,40,4000,3000, ,134302
30580,2,4,3,5,1, ,1, ,3,5,3,5,1, ,1, ,1, ,1, ,3,5,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,3,5,3,5,3,5,3,5,1, ,4,5,4,5,4,5,4,5,4,5,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,3,3,3,3,3,1,3,3,3,3,3,2,2,4,2,2,1,전기산업기사, , ,1,1,실무 교육,7,5,3,4,3,4,4,4,4,4,4,4,4,1,4,4,4,3,3,2,3,4,3,4,4,3,3,3,3,4,4,3,2,4,2,2,2,2,2,2,2,2,2,2, ,1,3,수요가 일정하고 기계로 대체하기 힘듬,3,3,3,1,7,8,8,6,7,6,5,3,3,1,34,4,전기공학,1,1,1,40,5000,3000, ,153104
30581,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,3,4,1, ,1, ,1, ,1, ,3,4,3,4,2,2,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,4,5,2,2,1, ,3,4,1, ,1, ,1, ,4,4,3,3,4,3,3,3,2,3,2,2,3,9,1,2,1,양식조리기능사, , ,2, , ,7,2,3,3,3,4,3,3,3,4,3,4,3,2,3,3,4,3,4,4,3,4,3,3,3,4,3,3,2,3,3,4,4,3,3,2,2,2,2,2,2,2,2,2, ,2,3,변화가 없을 것 같다,3,3,3,2,6,7,6,7,6,6,7,6,6,1,32,4,호텔경영학,1,1,1,40,3800,2800, ,531401
30582,4,6,4,5,3,4,2,3,2,4,3,5,2,3,3,4,3,4,3,5,2,3,4,5,4,5,2,3,2,3,2,4,1, ,1, ,4,5,1, ,3,4,4,5,3,5,1, ,2,3,2,3,4,5,3,4,3,4,2,3,3,4,1, ,3,4,3,4,3,4,3,4,3,4,3,4,4,5,3,5,2,4,2,3,3,4,3,4,4,4,4,4,4,4,4,2,3,4,4,4,4,17,1,2,1,의사국시, , ,1,6,방사선 치료방법,2,5,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,3,2,3,3,4,3,3,4,4,3,4,4,3,4,3,3,4,4,2,2,2,2,2,2,2,2,2, ,2,4,의료서비스 수요 증가,3,3,3,2,7,7,7,3,3,7,7,7,7,1,48,4,방사선과,1,1,1,45,9000,5500, ,301109
30583,4,4,4,5,4,4,4,5,3,5,4,5,4,4,4,4,4,5,3,3,3,5,3,4,3,3,4,5,3,5,3,4,2,5,3,3,4,4,4,5,3,4,4,5,3,5,4,5,4,4,4,4,4,4,3,3,3,4,1, ,3,4,2,5,3,5,3,5,3,3,3,4,4,4,4,4,4,4,3,5,3,4,2,2,4,4,3,4,4,4,3,4,3,4,4,3,3,4,4,3,4,11,2,5,2, , , ,2, , ,2,5,4,4,5,4,3,4,4,3,4,4,4,4,4,5,4,4,3,4,4,3,4,4,4,3,3,4,4,3,4,4,4,4,4,2,2,2,2,2,2,1,2,2,코로나로 인해 무급 휴가,2,2,전산화 시스템으로 바뀌면 일자리 부족 사태,2,2,2,1,6,5,4,5,6,7,4,3,5,2,34,4,경제학,1,3,1,52,3600,2400, ,31102
30584,2,2,2,3,2,2,2,2,2,2,3,3,2,2,2,3,2,2,4,6,2,3,1, ,1, ,2,3,2,3,2,2,1, ,1, ,1, ,2,3,1, ,2,2,2,2,2,3,1, ,1, ,1, ,2,2,2,2,1, ,1, ,2,2,2,2,3,4,2,3,1, ,3,3,1, ,4,5,1, ,2,2,2,2,2,2,2,3,4,4,5,3,4,3,4,2,2,2,3,4,5,8,1,2,1,대형운전면허, , ,2, , ,1,1,3,4,4,4,3,2,5,9,9,5,5,2,4,4,3,4,4,2,4,4,3,4,4,4,5,3,3,4,5,4,4,5,3,2,2,2,2,2,2,2,2,2, ,1,3,변동이 많은 직종이 아니어서,3,3,3,2,9,8,8,1,2,3,8,8,4,1,55,2,기계공학,1,1,1,40,3700,2600, ,622304
30585,3,4,3,4,2,2,3,4,2,3,4,5,3,4,3,4,2,3,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,3,4,3,4,2,2,4,6,2,2,3,4,4,6,4,5,2,2,2,2,2,3,3,4,3,4,4,5,3,4,2,2,3,4,3,4,3,4,2,2,2,2,5,7,2,3,4,4,3,3,4,4,3,4,3,4,4,4,3,6,1,2,1,"건설산업안전기사, 기술사","건설안전기사, 기술사","건설환경기사, 기술사",2, , ,3,4,4,4,4,4,4,3,3,4,4,4,4,2,4,4,2,3,2,3,5,4,5,2,5,4,4,5,4,4,5,4,4,5,4,2,2,2,2,2,2,2,2,2, ,2,3,건설 경기 전망이 좋지 않아서,3,3,3,2,1,1,2,1,1,3,2,1,2,1,35,4,건축학,1,1,1,40,4500,3000, ,140206
30586,1, ,2,2,1, ,1, ,1, ,4,4,1, ,1, ,1, ,3,4,1, ,1, ,4,5,3,3,4,4,3,3,3,3,2,2,1, ,4,5,5,6,5,5,4,5,1, ,5,6,4,5,5,6,3,3,4,5,5,6,1, ,4,5,5,7,5,6,5,6,5,6,5,6,2,3,4,4,4,5,3,3,1, ,4,5,4,5,3,3,4,2,3,2,3,3,3,3,4,3,3,10,1,4,1,방송통신기사자격증, , ,1,2,설치하는데 안전을 요구하는데 특히 강조한다,4,4,3,3,2,4,3,3,3,9,9,9,5,3,4,4,4,3,2,1,3,4,4,3,4,4,4,3,2,3,4,4,2,5,4,2,2,1,1,1,2,2,1,2,갈수록 첨단장비가 새롭게 들어와서 적응하는데 힘들다,1,3,계속 일자리는 창출될 것이다,3,3,3,2,8,2,2,7,3,4,5,2,2,1,56,4,전자공학,1,1,1,50,4900,2400, ,842101
30587,5,6,4,5,5,6,3,3,2,2,2,2,5,5,4,5,3,4,4,5,3,3,3,4,4,5,3,4,4,5,3,4,4,5,4,5,3,3,3,3,3,4,4,5,3,4,3,3,4,4,4,5,3,4,3,4,3,3,3,3,3,3,3,4,3,3,4,5,3,4,4,5,4,5,3,4,4,5,4,5,3,4,4,5,4,5,3,5,5,5,4,4,4,5,4,4,4,5,5,4,4,18,1,1,1,애견미용사, , ,2, , ,4,2,4,4,4,4,4,4,4,4,5,5,4,3,4,3,3,4,4,3,3,4,3,3,4,4,3,3,4,4,4,3,3,4,3,2,2,2,2,2,2,2,2,2, ,1,3,애견 인구가 꾸준하다,3,3,3,2,7,6,4,4,5,5,7,6,7,2,33,2,문과,1,1,1,40,2500,2200, ,511501
30588,2,3,2,4,2,2,2,3,3,4,3,4,3,4,3,4,2,1,4,5,3,4,3,4,3,4,2,3,3,4,3,4,2,3,2,3,3,3,3,3,2,3,4,5,3,4,2,3,3,4,3,5,4,5,4,5,4,6,4,6,3,4,4,4,4,5,4,6,4,6,4,5,4,5,2,4,4,5,4,5,4,6,3,4,4,4,4,4,3,3,2,3,2,2,2,3,2,3,2,2,3,6,1,2,2, , , ,2, , ,4,3,2,3,3,3,3,3,3,3,3,4,3,3,3,2,3,3,4,4,2,3,3,3,4,3,3,3,4,4,4,3,4,3,3,2,2,2,2,2,2,2,2,2, ,1,2,건설경기 불황으로 일자리가 감소할 것이다,2,2,2,1,5,4,5,4,5,6,5,5,6,1,39,4,토목학,1,1,1,25,3850,3100, ,701301
30589,4,4,4,4,3,3,3,4,1, ,3,3,1, ,2,3,2,4,3,4,3,4,2,4,2,3,3,4,2,3,2,3,1, ,1, ,2,4,4,4,2,3,4,3,5,5,3,4,3,3,3,5,2,3,3,3,2,3,3,3,2,3,3,4,5,6,4,4,3,5,5,4,5,4,2,3,4,4,4,5,2,4,2,4,4,5,2,3,5,4,3,4,4,3,4,4,3,4,3,4,4,8,1,3,1,해기사,항해사, ,1,1,안전교육,6,3,3,3,3,2,2,3,4,4,4,5,4,2,5,4,4,4,3,5,4,3,2,3,4,4,5,4,3,4,4,5,5,4,5,2,2,2,2,2,2,2,2,2, ,3,3,해상근무 기피로 일자리의 변화는 거의 없을 것 같아서,3,3,3,2,9,7,8,6,8,7,6,3,2,1,52,2,항해,1,1,1,40,7200,3600, ,621201
30590,3,5,4,5,2,3,4,6,2,3,3,5,3,5,4,6,4,5,3,5,3,5,3,4,3,5,4,6,3,4,4,6,3,4,3,4,4,5,4,5,4,5,4,5,4,5,2,3,3,4,4,6,3,3,3,4,1, ,1, ,1, ,3,4,2,3,1, ,2,2,1, ,4,5,2,2,2,3,5,6,5,7,4,6,4,5,3,4,3,4,2,4,4,2,3,4,3,3,4,4,4,8,1,6,2, , , ,2, , ,3,4,5,4,3,2,3,3,5,3,3,3,4,2,4,4,4,3,2,2,3,2,4,4,3,4,3,3,4,4,4,3,3,3,4,2,2,2,2,2,2,2,2,2, ,1,4,여행을 즐기려는 사람들로 인해서,2,2,2,1,6,7,8,5,6,5,6,4,5,2,34,4,스튜어디스,1,1,1,48,6500,3000, ,522101
30591,4,6,4,6,4,6,4,6,4,6,4,6,4,5,4,6,4,6,4,5,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,5,4,5,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,3,3,4,3,4,5,4,5,4,5,4,6,4,5,4,5,4,3,4,4,4,4,4,5,4,6,4,5,4,3,4,4,5,4,3,4,3,4,4,4,5,18,1,4,1,무대예술전문인, , ,1,3,"촬영현장 관찰하고 제반사항검토,결정",2,5,4,4,4,4,5,5,4,5,5,4,4,2,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,4,5,4,4,5,3,2,2,2,2,2,2,2,2,2, ,1,3,변동이 많은 직종이 아니어서,3,3,3,2,9,9,1,1,1,1,2,2,8,1,49,4,연극영화,1,1,1,40,3500,2600, ,416105
30592,1, ,1, ,1, ,1, ,1, ,1, ,1, ,1, ,2,3,2,3,1, ,1, ,3,4,3,4,1, ,1, ,1, ,1, ,1, ,1, ,2,3,1, ,3,4,1, ,1, ,1, ,1, ,1, ,1, ,1, ,2,3,1, ,1, ,1, ,1, ,1, ,1, ,2,3,1, ,1, ,2,3,1, ,2,3,1, ,3,3,3,4,4,3,4,3,4,3,3,3,4,8,1,2,2, , , ,2, , ,7,5,4,3,3,3,4,3,3,3,4,4,3,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,4,5,4,4,3,3,4,2,2,2,2,2,2,2,2,2, ,1,3,전망이 밝은 업무이다,2,3,3,1,3,4,4,7,5,6,4,7,6,1,39,4,항공공학,1,1,1,44,4312,3702, ,28203
30593,5,6,5,7,4,6,5,6,5,6,5,7,4,6,5,7,4,6,5,7,5,6,4,6,4,6,4,7,4,6,5,6,5,6,5,6,4,6,5,7,4,6,5,6,5,7,5,6,4,6,5,6,5,7,5,6,5,6,4,6,4,5,4,5,4,6,4,6,5,6,5,6,3,4,4,6,4,4,3,4,4,6,4,7,4,6,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,15,2,5,1,박사학위, , ,2, , ,5,6,3,3,3,4,4,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,2,2,2,2,2,2,2,2,2, ,2,4,지질학에 대한 연구가 선진국에 비해 낮아서 앞으로 관심을 가질수 밖에 없는 분야라서,3,3,3,2,2,3,5,5,5,5,3,4,4,2,38,6,지질학,1,1,1,40,4000,3000, ,121105
30594,4,6,3,5,3,5,3,5,3,4,3,5,3,5,4,5,4,4,3,5,3,5,3,5,4,5,4,5,3,4,3,5,3,5,4,5,4,5,4,5,4,4,3,5,4,5,3,5,4,5,4,5,4,5,3,5,3,5,4,5,3,4,3,5,4,4,4,5,4,5,4,5,3,4,3,4,3,4,3,4,3,5,3,4,4,5,3,4,4,4,3,3,4,3,4,3,4,4,4,4,4,5,1,3,2, , , ,2, , ,6,4,4,3,3,4,4,3,4,4,4,4,4,3,4,3,4,4,3,3,3,4,3,3,4,3,3,4,4,3,4,3,3,4,4,2,2,2,2,2,2,2,2,2, ,1,1,사용량 감소,2,3,3,1,5,5,7,5,5,5,5,5,5,1,49,4,환경공학,1,1,1,48,5400,2800, ,853101
30595,3,5,3,4,3,4,2,3,4,5,3,3,3,5,3,4,2,4,5,4,4,5,2,2,3,3,2,3,2,3,2,4,2,3,2,3,2,3,2,4,2,3,3,4,3,4,3,3,3,3,2,3,3,3,5,6,5,6,5,5,3,3,2,4,2,4,2,2,2,4,2,2,2,3,3,4,2,4,2,4,3,4,2,4,3,4,2,3,4,4,4,3,3,4,3,4,4,3,3,4,3,6,1,2,1,건축기사,산업기사, ,1,5,모든 업무가 기술적으로 습득이 필요함,5,5,3,3,3,4,4,2,3,3,3,3,3,2,3,2,3,3,2,3,1,2,3,4,3,3,2,2,2,3,3,3,3,4,5,2,2,2,2,2,2,2,2,2, ,3,1,건축 시장의 위축과 축소,3,3,3,2,8,7,7,7,5,4,8,4,4,1,31,4,건축학,1,1,1,48,4000,3700, ,140201
30596,3,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,3,4,4,5,4,5,4,6,4,6,4,5,4,5,4,6,4,5,4,5,4,5,4,5,4,6,4,6,4,6,5,6,4,6,4,5,4,6,4,6,4,5,4,6,4,4,4,5,4,5,4,5,4,5,4,6,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,3,4,4,4,4,4,4,4,4,4,5,2,10,1,6,2, , , ,2, , ,7,5,4,4,4,4,3,4,4,4,4,3,3,4,3,3,4,4,3,3,3,3,3,3,4,3,4,3,3,4,3,2,3,3,3,2,2,2,2,2,2,2,2,2, ,2,4,통신망 구축과 관리에 필요한 인원 증가,3,3,3,1,7,6,6,4,3,4,6,7,6,1,38,5,정보통신,1,1,1,40,6400,4200, ,131203
30597,3,4,3,4,2,3,2,3,3,5,2,3,2,2,2,3,3,4,3,4,3,3,1, ,2,3,1, ,2,3,1, ,3,3,3,4,2,2,3,4,3,4,3,3,3,4,1, ,1, ,1, ,1, ,1, ,3,4,1, ,3,4,2,2,2,2,1, ,1, ,1, ,3,3,2,2,1, ,2,3,2,3,3,3,3,4,3,3,3,4,3,3,2,4,5,4,4,3,4,3,2,8,1,2,2, , , ,2, , ,5,4,3,3,2,3,3,3,3,2,3,4,3,3,4,3,4,3,3,4,3,3,2,3,4,3,3,3,5,4,4,3,4,3,3,2,2,2,2,2,2,2,2,2, ,2,3,전산화가 이루어질수 있어서,3,3,3,2,6,7,6,5,5,6,7,6,5,1,32,4,나노공학,1,1,1,40,3000,2500, ,28302
30598,2,3,3,4,2,3,2,3,3,4,2,2,3,4,3,3,2,3,1, ,3,4,2,3,2,3,1, ,2,3,2,3,2,2,3,4,1, ,2,3,2,3,1, ,1, ,1, ,2,2,1, ,2,4,2,3,2,2,3,4,4,5,2,2,2,2,2,3,2,3,2,2,2,2,2,3,1, ,1, ,1, ,1, ,2,3,1, ,3,3,2,2,3,5,3,4,2,4,3,2,2,16,5,2,2, , , ,2, , ,5,2,3,4,3,3,4,3,2,3,4,3,3,2,3,2,3,2,3,4,3,1,4,3,4,3,3,2,3,2,3,2,1,3,2,2,2,2,2,2,2,2,2,1,웹디자이너와 함께 업무 진행해야 할게 늘어서 스트레스가 증가한다,1,4,인터넷 상으로의 일이나 활용이 증가해서,1,3,3,2,6,3,4,4,3,5,3,2,3,2,28,4,컴퓨터공학,1,1,1,40,2800,2600, ,133301
30599,2,3,2,3,2,3,3,3,3,3,2,3,3,4,3,4,3,3,2,3,3,4,3,4,3,4,3,4,3,4,4,5,4,4,3,4,3,4,4,5,3,4,4,5,4,5,4,5,4,5,4,5,4,5,3,5,4,4,3,4,4,5,3,4,3,4,3,4,4,4,3,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,3,4,3,3,3,4,3,3,3,4,3,3,3,10,1,4,2, , , ,2, , ,7,4,3,3,3,3,3,3,3,2,2,3,2,4,3,2,3,2,3,3,2,3,3,2,3,2,3,4,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2, ,2,4,인터넷베이스의 서버,3,3,3,1,7,6,7,4,3,4,7,4,3,1,30,4,시스템정보,1,1,1,40,3800,3600, ,134301
30600,4,5,5,6,3,5,3,4,3,5,3,5,3,4,3,4,3,5,3,5,3,5,3,5,3,5,1, ,3,6,3,6,3,5,3,4,1, ,3,5,3,6,3,5,3,5,1, ,1, ,1, ,3,5,1, ,3,6,3,5,3,3,3,3,3,5,3,5,3,5,3,4,1, ,2,3,3,5,3,6,3,6,3,6,3,5,3,5,4,4,3,3,5,1,5,5,2,4,5,5,2,15,2,2,1,"응급구조사 1,2급",1종 보통 운전면허, ,1,2,행정 업무를 위한 기본 컴퓨터 활용 능력,2,2,5,5,4,2,5,3,4,2,3,3,3,1,4,4,3,2,2,4,2,3,5,3,4,3,3,4,3,3,5,4,4,5,5,2,1,2,2,2,1,2,1,1,업무 환경(시간 외 근무)이 개선되었다. 스트레스 증가 (예시:2교대 근무->3교대 근무),1,3,시시각각 변화고 다른 현장 업무에서의 실제적인 판단은 사람의 생각을 대체 할 수 없음,1,1,3,2,8,8,9,7,8,9,8,2,8,1,34,2,인문계,1,3,1,45,4000,3400, ,307101
30601,5,6,5,6,5,5,4,5,5,5,5,5,5,7,5,6,5,5,4,5,5,6,5,6,5,5,4,5,4,6,4,4,5,6,5,4,4,4,4,3,5,5,4,4,5,3,5,4,5,3,5,3,5,6,5,7,5,4,5,6,5,3,5,6,5,6,5,6,5,7,5,6,4,4,4,3,5,4,5,3,5,3,5,2,5,4,5,2,5,3,5,3,4,3,5,4,3,5,3,4,3,3,1,5,2, , , ,2, , ,5,5,4,4,4,5,5,3,4,3,4,4,4,1,5,5,4,5,4,4,3,5,4,3,5,3,5,3,4,5,5,5,3,5,3,1,1,2,1,2,2,2,2,2,제조 기술 기반에 대한 컴퓨터 프로그램의 영향 받는다,3,2,새로운 생산자동시스템 개발되면 근로자 감소 될것,3,3,3,2,1,5,1,8,5,5,9,5,5,1,38,4,금속학,1,1,1,55,7500,2800, ,152101
